train/circ,valid/circ,test/circ,parameters,train/loss,valid/loss,train/acc,valid/acc,test/acc
20,87,81,208,0.0834,1.1414,100.0,63.22,76.54320999999999
21,87,84,211,0.0842,1.1293,100.0,63.22,75.0
22,87,84,211,0.0996,0.9996,95.45,58.620000000000005,71.428573
23,87,84,211,0.1179,0.8901,100.0,62.07,69.04762
24,87,84,211,0.1004,0.8387,100.0,62.07,72.61905
25,87,84,211,0.1044,0.8759,100.0,60.919999999999995,73.80951999999999
26,90,89,214,0.1054,0.9728,100.0,56.67,70.78652
27,93,90,217,0.0977,0.9304,100.0,58.06,71.11111
28,93,90,217,0.1376,0.9573,96.43,56.989999999999995,72.222227
29,93,90,217,0.1179,0.9546,96.55,56.989999999999995,72.222227
30,96,92,223,0.1345,0.9321,96.67,56.25,71.73912999999999
31,96,92,223,0.1235,0.9317,96.77,53.12,70.652175
32,96,92,223,0.1693,0.9009,93.75,53.12,70.652175
33,96,92,223,0.1645,0.922,96.97,53.12,71.73912999999999
34,96,92,223,0.1492,0.9266,97.06,52.080000000000005,72.82609
35,97,96,229,0.1463,0.9674,97.14,53.61,72.91667
36,97,96,229,0.1431,0.9665,94.44,50.519999999999996,71.875
37,97,96,229,0.1516,0.9667,97.3,53.61,71.875
38,97,96,229,0.1563,0.9682,94.74000000000001,53.61,68.75
39,101,101,232,0.1459,0.8906,97.44,55.45,69.30693
40,104,104,235,0.1299,0.8599,100.0,59.62,65.38462
41,104,104,235,0.1427,0.8285,97.56,61.53999999999999,63.46154000000001
42,104,104,235,0.1571,0.8051,92.86,59.62,64.42308
43,104,104,235,0.1649,0.7943,95.35,59.62,64.42308
43,104,104,235,0.1546,0.7775,97.67,59.62,63.46154000000001
45,104,104,235,0.1618,0.7703,97.78,58.650000000000006,63.46154000000001
