train/circ,valid/circ,test/circ,parameters,train/loss,valid/loss,train/acc,valid/acc,test/acc,test/train
347,113,111,279,112.666,39.5334,40.92,32.74,40.54054054054054,0.31988472622478387
350,113,111,279,98.6723,39.3888,47.14,29.2,39.63963963963964,0.3171428571428571
353,113,111,279,104.8148,37.521,53.82,41.589999999999996,58.55855855855856,0.31444759206798867
356,113,111,279,99.2505,38.7662,53.37,39.82,59.45945945945946,0.31179775280898875
359,113,111,279,106.3008,37.9398,40.949999999999996,31.86,45.94594594594595,0.30919220055710306
362,113,111,279,101.5345,39.0818,52.49,37.169999999999995,54.054054054054056,0.30662983425414364
365,113,111,279,101.8212,40.4834,50.41,35.4,47.74774774774775,0.3041095890410959
368,113,111,279,109.0812,40.4634,46.739999999999995,36.28,47.74774774774775,0.3016304347826087
371,113,111,279,107.7564,40.4216,44.74,36.28,45.94594594594595,0.2991913746630728
374,113,111,279,115.5308,42.1949,41.71,36.28,53.153153153153156,0.2967914438502674
377,113,111,279,101.4132,39.7977,54.11,34.510000000000005,42.34234234234234,0.29442970822281167
380,113,111,279,107.6631,37.63,50.529999999999994,41.589999999999996,48.64864864864865,0.29210526315789476
383,113,111,279,111.8359,40.2904,46.739999999999995,30.09,52.25225225225225,0.2898172323759791
386,113,111,279,111.6326,38.6729,44.3,40.71,53.153153153153156,0.28756476683937826
389,113,111,279,112.4398,38.6642,50.9,41.589999999999996,48.64864864864865,0.2853470437017995
392,113,111,279,104.7988,38.0147,55.87,32.74,44.14414414414414,0.28316326530612246
395,113,111,279,107.3549,41.2968,52.15,33.629999999999995,43.24324324324324,0.2810126582278481
398,113,111,279,115.5199,40.2199,50.0,33.629999999999995,45.94594594594595,0.27889447236180903
401,113,112,282,111.4604,40.026,53.12,32.74,42.857142857142854,0.2793017456359102
404,113,112,282,119.5174,39.0767,41.58,31.86,40.17857142857143,0.27722772277227725
407,113,112,282,116.6212,40.5486,41.77,30.97,44.642857142857146,0.2751842751842752
410,113,112,282,116.199,41.2634,46.83,32.74,41.964285714285715,0.2731707317073171
413,113,112,282,114.8226,37.0669,48.18,35.4,44.642857142857146,0.2711864406779661
416,113,112,282,116.8478,38.2579,52.64,34.510000000000005,43.75,0.2692307692307692
419,113,112,282,114.8441,39.0506,49.88,32.74,41.964285714285715,0.26730310262529833
422,113,112,282,116.1526,39.0436,52.61,38.940000000000005,45.535714285714285,0.26540284360189575
425,113,112,282,119.1871,37.8493,44.24,39.82,40.17857142857143,0.2635294117647059
428,113,112,282,119.6968,38.6077,49.53,37.169999999999995,42.857142857142854,0.2616822429906542
431,113,112,282,122.8613,39.8836,43.85,34.510000000000005,38.392857142857146,0.25986078886310904
434,113,112,282,122.8192,38.841,51.15,40.71,50.0,0.25806451612903225
437,113,112,282,122.1784,38.7583,52.17,33.629999999999995,41.07142857142857,0.2562929061784897
440,113,112,282,117.8999,37.7408,51.82,38.940000000000005,50.89285714285714,0.2545454545454545
443,113,112,282,131.2307,39.7565,42.44,38.05,39.285714285714285,0.2528216704288939
446,113,112,282,127.8625,40.1815,48.88,36.28,42.857142857142854,0.25112107623318386
