id,engtangling_capability
0,0.5989417871224576
1,0.5939373531099384
2,0.5785459626083276
3,0.6028418990579532
4,0.5850346394754304
5,0.5100505468907138
6,0.5661300615588091
7,0.5553204178285306
8,0.6288874711101703
9,0.6117814390649738
10,0.5857762011533016
11,0.5980561556905031
12,0.49516552291866817
13,0.5021403016630297
14,0.5510768078703044
15,0.5749684160427915
16,0.6081002234651187
17,0.59094058940382
18,0.5124781165742711
19,0.6168993636241856
20,0.6119785178562318
21,0.5759504029532516
22,0.5509378572650073
23,0.5227310072377748
24,0.6033269509729474
25,0.5684537163176846
26,0.49815199567068114
27,0.6113856111108371
28,0.5507469072354327
29,0.604806858722541
30,0.5760259796781296
31,0.5708547736618259
32,0.6039828429981141
33,0.5310710014257142
34,0.5571233701174408
35,0.5187219326666769
36,0.5879164483799741
37,0.5375325767152729
38,0.6188724587216198
39,0.6433147657010597
40,0.571567755443274
41,0.5750572893526561
42,0.5703284987775366
43,0.5630458740000138
44,0.5839975964401767
45,0.611345560644671
46,0.5779508271475938
47,0.4949304146613806
48,0.6082056571680432
49,0.5298904423405146
50,0.529560400086035
51,0.5911051836976223
52,0.6120673763543101
53,0.5357312038988478
54,0.5698219373504236
55,0.5707221847919
56,0.5378827610062148
57,0.5271575546790894
58,0.5560956756582737
59,0.5968602440381563
60,0.5077661209428252
61,0.5965285121969256
62,0.5028246836753592
63,0.6702746181021154
64,0.6072235835633061
65,0.5766421662949945
66,0.5770440017633266
67,0.6220571061812159
68,0.5851008100207784
69,0.6080621592406124
70,0.5036302880538941
71,0.5820431887398582
72,0.551044668998184
73,0.5303092235727237
74,0.5260993921762905
75,0.6085094911572405
76,0.4585755323620309
77,0.6265914527389425
78,0.5693946433783554
79,0.5125884263171925
80,0.550293559700427
81,0.6258245543666421
82,0.6171362102292003
83,0.6883680903254306
84,0.5459522923685804
85,0.55827814513837
86,0.6746869272495241
87,0.5733634686148094
88,0.6443858547807275
89,0.5586796473087822
90,0.6495460162779113
91,0.634754599901415
92,0.5521238995377191
93,0.5784922365916858
94,0.5792906563545358
95,0.5771153327167012
96,0.5893854821324129
97,0.5894667120815729
98,0.6184479675859259
99,0.5759465432492765
100,0.5348939311059271
101,0.5683717690867522
102,0.6759972193596674
103,0.5829048745700316
104,0.6087486222297674
105,0.5521920275418604
106,0.5443615832590172
107,0.5707358800435461
108,0.50167624175492
109,0.6639985040788304
110,0.6443647346480509
111,0.6001867312658511
112,0.6116637363209053
113,0.6657492388417696
114,0.6170275770003412
115,0.5992166425634518
116,0.5625603022287803
117,0.6177870683258401
118,0.5610426166757764
119,0.5954900179036853
120,0.5771162422035678
121,0.6126969459622127
122,0.6268313266140599
123,0.6144879320206543
124,0.5580675045839993
125,0.5316961425432105
126,0.6224876736544378
127,0.598596498834713
128,0.6700860182102231
129,0.618890600097639
130,0.6019179655851092
131,0.5492145846571308
132,0.5565209837765542
133,0.6553146599227542
134,0.5902790682786995
135,0.6531303092213417
136,0.6490438265190475
137,0.6493903959383982
138,0.5744363504547857
139,0.557989501643853
140,0.6435782799125147
141,0.641398680277866
142,0.6092828527410117
143,0.5166318970665512
144,0.6371567316409451
145,0.5688798357095057
146,0.607005937110825
147,0.513859950144925
148,0.5435533565441608
149,0.5239922624762235
150,0.5175688631681419
151,0.5008348696290394
152,0.5737644540759218
153,0.5602493561164789
154,0.5743424455506384
155,0.59650344661394
156,0.551845436901722
157,0.5457119021837744
158,0.5306634971289488
159,0.607608605685022
160,0.576137108935859
161,0.5334066255024847
162,0.49200022295102935
163,0.5836186037953993
164,0.6214001302536128
165,0.5817374228443193
166,0.5768242869157136
167,0.59777737589987
168,0.5506382049213975
169,0.5454757142924802
170,0.5023877967899969
171,0.5685491247954232
172,0.6325931777128476
173,0.5907377057971291
174,0.5999391312370023
175,0.6046383798649421
176,0.4887188146383973
177,0.6056302017402571
178,0.5587121781872002
179,0.5818591716513348
180,0.5155319723958739
181,0.5610332618356236
182,0.5363163719424364
183,0.5560793775472208
184,0.5360931199105172
185,0.5366910314713842
186,0.6648807443812939
187,0.4699160380821712
188,0.6136080399918654
189,0.5268055277677599
190,0.5812372505276399
191,0.5818203773705752
192,0.5654638366640433
193,0.5959798495097638
194,0.5066674765179527
195,0.5343207530114331
196,0.5838445343520723
197,0.5943542950528357
198,0.6039359688170456
199,0.593317425285111
200,0.5296267211937258
201,0.6616350814654394
202,0.49792777343662625
203,0.6555740471253999
204,0.5004605129488222
205,0.580054817144941
206,0.485932222241597
207,0.5905957174743344
208,0.5778556783424527
209,0.5530739776308955
210,0.5260996071161198
211,0.556414179139862
212,0.5577853319816515
213,0.5113133263338077
214,0.4910952947746566
215,0.5389493412127113
216,0.5260786971195557
217,0.48530076361693064
218,0.5230359331249985
219,0.5720600663169433
220,0.5376564262682372
221,0.5907907714764687
222,0.5370831776551921
223,0.5282425202593233
224,0.47323955031134873
225,0.5208671286768175
226,0.5237552315690152
227,0.5983062465707777
228,0.6323713204347965
229,0.581309594445286
230,0.5571716567490507
231,0.5448730539219956
232,0.5852263827559029
233,0.5783374423904849
234,0.5872244809646452
235,0.6111254772990838
236,0.6206221018298553
237,0.5174849945072915
238,0.6283189546781699
239,0.5372829193159487
240,0.5868991245253434
241,0.5248910260234567
242,0.5392474153054776
243,0.6253213652226279
244,0.5474844171713948
245,0.5736820746278515
246,0.6036903226867076
247,0.5655803438946062
248,0.5953876818962947
249,0.632354388682364
250,0.550506869054413
251,0.6257554461215289
252,0.576597790275082
253,0.5247115059496316
254,0.618059955552534
255,0.563976415761685
256,0.48738356156249896
257,0.5957860291020335
258,0.5443807726366294
259,0.5018457674952648
260,0.6230450166263564
261,0.5536583632393655
262,0.5593264166395662
263,0.5492858651406539
264,0.6216829351405385
265,0.5456052203512998
266,0.5273938516092881
267,0.6197663273407905
268,0.541189608118249
269,0.5458466067280915
270,0.6056365627832223
271,0.6319726863485151
272,0.5926455812643987
273,0.5429243220418749
274,0.5116785367145694
275,0.5294268988469828
276,0.5481786569490763
277,0.5555776120516811
278,0.6233752764415608
279,0.5618785822207311
280,0.5546635971622511
281,0.5012766881126766
282,0.5340500337334328
283,0.5327339646529021
284,0.539094338878825
285,0.5287730776041409
286,0.5842627326624737
287,0.5804237094770657
288,0.5082490771092263
289,0.5859158522680743
290,0.6325729404060392
291,0.5741710039012522
292,0.5617525037535028
293,0.5790712798774823
294,0.5277792066925825
295,0.5693930808634494
296,0.5478267652496658
297,0.5714606116961859
298,0.5186381784139582
299,0.4717345153607367
300,0.4970101467679756
301,0.5905811572645291
302,0.5697421174290429
303,0.5969584263903916
304,0.6103528616477297
305,0.5568363626335615
306,0.5442321144888997
307,0.5227742749181026
308,0.5538090177295317
309,0.5490296097100551
310,0.5977549836986872
311,0.4974464826711616
312,0.49414209666667963
313,0.5731482355125641
314,0.5283390848159576
315,0.5845240019763766
316,0.580652190760641
317,0.6274371964935976
318,0.5720287863234873
319,0.5558531612954757
320,0.5040898100346745
321,0.5563771595095117
322,0.5445005486654292
323,0.6027269122338791
324,0.5907143894085539
325,0.540310492546659
326,0.535753743899307
327,0.6142525579947855
328,0.5583067381711727
329,0.6712016000289946
330,0.5771245035003777
331,0.5539644790496152
332,0.48903381037493193
333,0.5643061929265102
334,0.5545432662984454
335,0.5979345568876842
